drug1	drug1_name	drug2	drug2_name	common_disease	common_disease_name
DB13928	DB13928	DB00030	insulin human	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB00620	triamcinolone	DB01234	dexamethasone	C0005138	Berylliosis
DB00620	triamcinolone	DB01234	dexamethasone	C0030807	Pemphigus
DB00620	triamcinolone	DB01234	dexamethasone	C0011616	contact dermatitis
DB00620	triamcinolone	DB01234	dexamethasone	C0037274	Dermatologic disorders
DB00620	triamcinolone	DB01234	dexamethasone	C0026948	Mycosis Fungoides
DB00620	triamcinolone	DB01234	dexamethasone	C0003872	psoriatic arthritis
DB00620	triamcinolone	DB01234	dexamethasone	C0033860	psoriasis
DB00620	triamcinolone	DB01234	dexamethasone	C0019829	Hodgkin's lymphoma
DB00620	triamcinolone	DB01234	dexamethasone	C0020517	Hypersensitivity
DB00620	triamcinolone	DB01234	dexamethasone	C0021390	inflammatory bowel disease
DB00620	triamcinolone	DB01234	dexamethasone	C0002994	angioedema
DB00620	triamcinolone	DB01234	dexamethasone	C0023052	Laryngeal Edema
DB00620	triamcinolone	DB01234	dexamethasone	C0036508	seborrheic dermatitis
DB00620	triamcinolone	DB01234	dexamethasone	C0038013	ankylosing spondylitis
DB00620	triamcinolone	DB01234	dexamethasone	C0015397	Disorder of eye
DB00620	triamcinolone	DB01234	dexamethasone	C0027726	nephrotic syndrome
DB00620	triamcinolone	DB01234	dexamethasone	C0024301	follicular lymphoma
DB00620	triamcinolone	DB01234	dexamethasone	C0002875	Cooley's anemia
DB00620	triamcinolone	DB01234	dexamethasone	C0003873	rheumatoid arthritis
DB00620	triamcinolone	DB01234	dexamethasone	C0024305	non-Hodgkin lymphoma (NHL)
DB00620	triamcinolone	DB01234	dexamethasone	C0024141	Lupus Erythematosus, Systemic
DB00620	triamcinolone	DB01234	dexamethasone	C0006114	Cerebral Edema
DB00620	triamcinolone	DB01234	dexamethasone	C1260899	Anemia, Diamond-Blackfan
DB00620	triamcinolone	DB01234	dexamethasone	C0011606	Exfoliative Dermatitis
DB00620	triamcinolone	DB01234	dexamethasone	C0036202	Sarcoidosis
DB00620	triamcinolone	DB01234	dexamethasone	C0015230	Exanthema
DB00620	triamcinolone	DB01234	dexamethasone	C0040147	thyroiditis
DB00620	triamcinolone	DB01234	dexamethasone	C0079773	cutaneous T-cell lymphoma (CTCL)
DB00620	triamcinolone	DB01234	dexamethasone	C0405580	Adrenal Cortical Hypofunction
DB00620	triamcinolone	DB01234	dexamethasone	C0001403	Addison's disease
DB00620	triamcinolone	DB01234	dexamethasone	C0022548	Keloid
DB00620	triamcinolone	DB01234	dexamethasone	C0042164	Uveitis
DB00620	triamcinolone	DB01234	dexamethasone	C0036830	Serum Sickness
DB00620	triamcinolone	DB01234	dexamethasone	C0014742	Erythema Multiforme
DB00620	triamcinolone	DB01234	dexamethasone	C2607914	Allergic Rhinitis (Disorder)
DB00620	triamcinolone	DB01234	dexamethasone	C0024138	Lupus Erythematosus, Discoid
DB00620	triamcinolone	DB01234	dexamethasone	C0002880	Autoimmune Hemolytic Anemia
DB00620	triamcinolone	DB01234	dexamethasone	C0035457	Rhinitis, Allergic, Perennial
DB00620	triamcinolone	DB01234	dexamethasone	C0026769	multiple sclerosis
DB00620	triamcinolone	DB01234	dexamethasone	C0011615	Dermatitis, Atopic
DB00620	triamcinolone	DB01234	dexamethasone	C0010346	Crohn's disease
DB00620	triamcinolone	DB01234	dexamethasone	C0023449	Acute Lymphocytic Leukemia
DB00620	triamcinolone	DB01234	dexamethasone	C0004096	asthma
DB00620	triamcinolone	DB01234	dexamethasone	C0003868	Arthritis, Gouty
DB00887	bumetanide	DB00310	chlorthalidone	C0023890	hepatic cirrhosis
DB00887	bumetanide	DB00310	chlorthalidone	C0018802	congestive heart failure
DB00887	bumetanide	DB00310	chlorthalidone	C0022661	chronic renal failure
DB00887	bumetanide	DB00310	chlorthalidone	C0027726	nephrotic syndrome
DB00887	bumetanide	DB00310	chlorthalidone	C0013604	edema
DB00310	chlorthalidone	DB00594	amiloride	C0020538	Hypertensive disease
DB00310	chlorthalidone	DB00594	amiloride	C0018802	congestive heart failure
DB00310	chlorthalidone	DB00594	amiloride	C0013604	edema
DB00073	Rituximab	DB01281	Abatacept	C0003873	rheumatoid arthritis
DB00741	hydrocortisone	DB00860	prednisolone	C0005138	Berylliosis
DB00741	hydrocortisone	DB00860	prednisolone	C0022568	Keratitis
DB00741	hydrocortisone	DB00860	prednisolone	C0030807	Pemphigus
DB00741	hydrocortisone	DB00860	prednisolone	C0011616	contact dermatitis
DB00741	hydrocortisone	DB00860	prednisolone	C0026948	Mycosis Fungoides
DB00741	hydrocortisone	DB00860	prednisolone	C0009324	ulcerative colitis
DB00741	hydrocortisone	DB00860	prednisolone	C0003872	psoriatic arthritis
DB00741	hydrocortisone	DB00860	prednisolone	C0039103	Synovitis
DB00741	hydrocortisone	DB00860	prednisolone	C0033860	psoriasis
DB00741	hydrocortisone	DB00860	prednisolone	C0019829	Hodgkin's lymphoma
DB00741	hydrocortisone	DB00860	prednisolone	C0010043	Corneal Ulcer
DB00741	hydrocortisone	DB00860	prednisolone	C0020517	Hypersensitivity
DB00741	hydrocortisone	DB00860	prednisolone	C0021390	inflammatory bowel disease
DB00741	hydrocortisone	DB00860	prednisolone	C0002994	angioedema
DB00741	hydrocortisone	DB00860	prednisolone	C0023052	Laryngeal Edema
DB00741	hydrocortisone	DB00860	prednisolone	C0036508	seborrheic dermatitis
DB00741	hydrocortisone	DB00860	prednisolone	C0001623	Adrenal Gland Hypofunction
DB00741	hydrocortisone	DB00860	prednisolone	C0038013	ankylosing spondylitis
DB00741	hydrocortisone	DB00860	prednisolone	C0027726	nephrotic syndrome
DB00741	hydrocortisone	DB00860	prednisolone	C0015397	Disorder of eye
DB00741	hydrocortisone	DB00860	prednisolone	C0002875	Cooley's anemia
DB00741	hydrocortisone	DB00860	prednisolone	C0035854	rosacea
DB00741	hydrocortisone	DB00860	prednisolone	C0003873	rheumatoid arthritis
DB00741	hydrocortisone	DB00860	prednisolone	C0024305	non-Hodgkin lymphoma (NHL)
DB00741	hydrocortisone	DB00860	prednisolone	C0024141	Lupus Erythematosus, Systemic
DB00741	hydrocortisone	DB00860	prednisolone	C0006114	Cerebral Edema
DB00741	hydrocortisone	DB00860	prednisolone	C1260899	Anemia, Diamond-Blackfan
DB00741	hydrocortisone	DB00860	prednisolone	C0011606	Exfoliative Dermatitis
DB00741	hydrocortisone	DB00860	prednisolone	C0004364	Autoimmune Diseases
DB00741	hydrocortisone	DB00860	prednisolone	C0405580	Adrenal Cortical Hypofunction
DB00741	hydrocortisone	DB00860	prednisolone	C0015230	Exanthema
DB00741	hydrocortisone	DB00860	prednisolone	C0040147	thyroiditis
DB00741	hydrocortisone	DB00860	prednisolone	C0079773	cutaneous T-cell lymphoma (CTCL)
DB00741	hydrocortisone	DB00860	prednisolone	C0036202	Sarcoidosis
DB00741	hydrocortisone	DB00860	prednisolone	C0001403	Addison's disease
DB00741	hydrocortisone	DB00860	prednisolone	C0042164	Uveitis
DB00741	hydrocortisone	DB00860	prednisolone	C0036830	Serum Sickness
DB00741	hydrocortisone	DB00860	prednisolone	C0022073	Iridocyclitis
DB00741	hydrocortisone	DB00860	prednisolone	C0014742	Erythema Multiforme
DB00741	hydrocortisone	DB00860	prednisolone	C2607914	Allergic Rhinitis (Disorder)
DB00741	hydrocortisone	DB00860	prednisolone	C0024138	Lupus Erythematosus, Discoid
DB00741	hydrocortisone	DB00860	prednisolone	C0002880	Autoimmune Hemolytic Anemia
DB00741	hydrocortisone	DB00860	prednisolone	C0026769	multiple sclerosis
DB00741	hydrocortisone	DB00860	prednisolone	C0011615	Dermatitis, Atopic
DB00741	hydrocortisone	DB00860	prednisolone	C0010346	Crohn's disease
DB00741	hydrocortisone	DB00860	prednisolone	C0023449	Acute Lymphocytic Leukemia
DB00741	hydrocortisone	DB00860	prednisolone	C0014356	Enterocolitis
DB00741	hydrocortisone	DB00860	prednisolone	C0004096	asthma
DB00741	hydrocortisone	DB00860	prednisolone	C0003868	Arthritis, Gouty
DB11632	OPICAPONE	DB01235	levodopa	C0030567	Parkinson's Disease
DB06626	axitinib	DB01268	sunitinib	C0007134	renal cell carcinoma (RCC)
DB13928	DB13928	DB09038	empagliflozin	C0020456	hyperglycemia
DB13928	DB13928	DB09038	empagliflozin	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB00683	Midazolam	DB00557	hydroxyzine	C0003467	anxiety
DB00619	imatinib	DB08901	ponatinib	C0023473	chronic myeloid leukemia (CML)
DB00619	imatinib	DB08901	ponatinib	C1960397	Philadelphia Chromosome-Positive Acute Lymphoblastic Leukemia
DB00678	losartan	DB00381	amlodipine	C0020538	Hypertensive disease
DB05990	obeticholic acid	DB01586	ursodiol	C0008312	Primary Biliary Cirrhosis
DB00860	prednisolone	DB12023	benralizumab	C0004096	asthma
DB00783	estradiol	DB00020	sargramostim	C1458155	Mammary Neoplasms
DB00489	sotalol	DB00204	DB00204	C0003811	Cardiac Arrhythmia
DB00489	sotalol	DB00204	DB00204	C0004238	atrial fibrillation (AF)
DB00489	sotalol	DB00204	DB00204	C0004239	Atrial Flutter
DB00051	Adalimumab	DB00065	Infliximab	C0010346	Crohn's disease
DB00051	Adalimumab	DB00065	Infliximab	C0009324	ulcerative colitis
DB00051	Adalimumab	DB00065	Infliximab	C0003872	psoriatic arthritis
DB00051	Adalimumab	DB00065	Infliximab	C0038013	ankylosing spondylitis
DB00051	Adalimumab	DB00065	Infliximab	C3495559	Juvenile Arthritis
DB00051	Adalimumab	DB00065	Infliximab	C0003873	rheumatoid arthritis
DB00182	Amphetamine	DB01576	dextroamphetamine	C0027404	narcolepsy
DB00182	Amphetamine	DB01576	dextroamphetamine	C1263846	attention-deficit/hyperactivity disorder (ADHD)
DB00983	formoterol	DB01409	tiotropium	C0024117	Chronic Obstructive Airway Disease
DB00983	formoterol	DB01409	tiotropium	C0004096	asthma
DB00983	formoterol	DB01409	tiotropium	C0034067	Pulmonary Emphysema
DB01073	fludarabine	DB01181	ifosfamide	C0024305	non-Hodgkin lymphoma (NHL)
DB01073	fludarabine	DB01181	ifosfamide	C0023434	chronic lymphocytic leukemia (CLL)
DB09045	Dulaglutide	DB13928	DB13928	C0020456	hyperglycemia
DB09045	Dulaglutide	DB13928	DB13928	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB00722	lisinopril	DB01136	carvedilol	C0027051	Myocardial Infarction
DB00722	lisinopril	DB01136	carvedilol	C0020538	Hypertensive disease
DB00722	lisinopril	DB01136	carvedilol	C0018802	congestive heart failure
DB00415	ampicillin	DB00207	azithromycin	C0155862	Streptococcal Pneumonia
DB01005	hydroxyurea	DB08877	ruxolitinib	C0032463	polycythemia vera
DB00455	loratadine	DB00927	famotidine	C0042109	urticaria
DB00783	estradiol	DB00286	Conjugated Estrogens	C0029456	osteoporosis
DB00783	estradiol	DB00286	Conjugated Estrogens	C0020619	hypogonadism
DB06273	Tocilizumab	DB00026	Anakinra	C0003873	rheumatoid arthritis
DB00922	levosimendan	DB00653	Magnesium Sulfate	C0003811	Cardiac Arrhythmia
DB00695	furosemide	DB00598	labetalol	C0020538	Hypertensive disease
DB00695	furosemide	DB00598	labetalol	C0018802	congestive heart failure
DB06210	eltrombopag	DB01234	dexamethasone	C0002871	anemia
DB11817	baricitinib	DB01611	Hydroxychloroquine	C0003873	rheumatoid arthritis
DB01611	Hydroxychloroquine	DB08895	tofacitinib	C0003873	rheumatoid arthritis
DB01225	Enoxaparin	DB01109	Heparin	C0149871	deep vein thrombosis (DVT)
DB01611	Hydroxychloroquine	DB00608	chloroquine	C0024141	Lupus Erythematosus, Systemic
DB01611	Hydroxychloroquine	DB00608	chloroquine	C0024138	Lupus Erythematosus, Discoid
DB01611	Hydroxychloroquine	DB00608	chloroquine	C0003873	rheumatoid arthritis
DB00966	telmisartan	DB01197	captopril	C0020538	Hypertensive disease
DB00966	telmisartan	DB01197	captopril	C0011881	diabetic nephropathy
DB00966	telmisartan	DB01197	captopril	C0242698	Ventricular Dysfunction, Left
DB00966	telmisartan	DB01197	captopril	C0018802	congestive heart failure
DB00678	losartan	DB00310	chlorthalidone	C0020538	Hypertensive disease
DB00678	losartan	DB00310	chlorthalidone	C0018802	congestive heart failure
DB06273	Tocilizumab	DB01234	dexamethasone	C0003873	rheumatoid arthritis
DB01197	captopril	DB00331	metformin	C0011849	diabetes mellitus
DB01197	captopril	DB04876	vildagliptin	C0011849	diabetes mellitus
DB00068	Interferon beta-1b	DB00811	ribavirin	C0524910	Hepatitis C, Chronic
DB00254	doxycycline	DB00207	azithromycin	C0702166	Acne
DB00972	azelastine	DB01222	budesonide	C0035457	Rhinitis, Allergic, Perennial
DB00972	azelastine	DB01222	budesonide	C0020517	Hypersensitivity
DB00972	azelastine	DB01222	budesonide	C2607914	Allergic Rhinitis (Disorder)
DB00972	azelastine	DB01222	budesonide	C0004096	asthma
DB00972	azelastine	DB01222	budesonide	C0018621	Hay Fever
DB00635	prednisone	DB01611	Hydroxychloroquine	C0024141	Lupus Erythematosus, Systemic
DB00635	prednisone	DB01611	Hydroxychloroquine	C0003873	rheumatoid arthritis
DB01006	letrozole	DB01101	capecitabine	C1458155	Mammary Neoplasms
DB00252	phenytoin	DB01202	levetiracetam	C0234974	Simple Partial Seizures
DB00252	phenytoin	DB01202	levetiracetam	C0036572	seizures
DB00252	phenytoin	DB01202	levetiracetam	C0014544	epilepsy
DB08910	pomalidomide	DB06317	Elotuzumab	C0026764	multiple myeloma
DB00091	cyclosporine	DB00741	hydrocortisone	C0033860	psoriasis
DB00091	cyclosporine	DB00741	hydrocortisone	C0004096	asthma
DB00091	cyclosporine	DB00741	hydrocortisone	C0024141	Lupus Erythematosus, Systemic
DB00091	cyclosporine	DB00741	hydrocortisone	C0003873	rheumatoid arthritis
DB00586	diclofenac	DB01050	ibuprofen	C0030193	Pain
DB00586	diclofenac	DB01050	ibuprofen	C0013390	Dysmenorrhea
DB00586	diclofenac	DB01050	ibuprofen	C0038013	ankylosing spondylitis
DB00586	diclofenac	DB01050	ibuprofen	C0029408	osteoarthritis
DB00586	diclofenac	DB01050	ibuprofen	C0003873	rheumatoid arthritis
DB06655	liraglutide	DB01132	pioglitazone	C0020456	hyperglycemia
DB06655	liraglutide	DB01132	pioglitazone	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB06655	liraglutide	DB01132	pioglitazone	C0011849	diabetes mellitus
DB00788	naproxen	DB00193	tramadol	C0030193	Pain
DB00788	naproxen	DB00193	tramadol	C0029408	osteoarthritis
DB00476	duloxetine	DB01175	escitalopram	C1269683	Major Depressive Disorder
DB06273	Tocilizumab	DB00065	Infliximab	C0003873	rheumatoid arthritis
DB08819	Tafluprost	DB00654	latanoprost	C0017601	glaucoma
DB08819	Tafluprost	DB00654	latanoprost	C0028840	ocular hypertension
DB08819	Tafluprost	DB00654	latanoprost	C0017612	Glaucoma, Open-Angle
DB00073	Rituximab	DB00091	cyclosporine	C0003873	rheumatoid arthritis
DB00921	Buprenorphine	DB00193	tramadol	C0150055	chronic pain
DB00335	atenolol-(+/-)	DB00598	labetalol	C0027051	Myocardial Infarction
DB00335	atenolol-(+/-)	DB00598	labetalol	C0020538	Hypertensive disease
DB00335	atenolol-(+/-)	DB00598	labetalol	C0018802	congestive heart failure
DB08818	DB08818	DB01234	dexamethasone	C0029408	osteoarthritis
DB00073	Rituximab	DB08935	obinutuzumab	C0023434	chronic lymphocytic leukemia (CLL)
DB11817	baricitinib	DB01234	dexamethasone	C0003873	rheumatoid arthritis
DB06273	Tocilizumab	DB11767	sarilumab	C0003873	rheumatoid arthritis
DB00396	progesterone	DB09126	DB09126	C0021361	Female Infertility
DB00396	progesterone	DB09126	DB09126	C0021359	infertility
DB08889	carfilzomib	DB08910	pomalidomide	C0026764	multiple myeloma
DB09343	tipiracil	DB00432	Trifluridine	C0007102	Malignant Tumor Of Colon
DB00051	Adalimumab	DB11817	baricitinib	C0003873	rheumatoid arthritis
DB09038	empagliflozin	DB00030	insulin human	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB09038	empagliflozin	DB00030	insulin human	C0011849	diabetes mellitus
DB01394	colchicine	DB00945	aspirin	C0018099	gout
DB01394	colchicine	DB00945	aspirin	C0015967	fever
DB01129	rabeprazole	DB01060	amoxicillin	C0013295	Duodenal Ulcer
DB06718	stanozolol	DB06210	eltrombopag	C0002871	anemia
DB01248	docetaxel	DB09035	Nivolumab	C0007131	Non-Small Cell Lung Carcinoma
DB01101	capecitabine	DB00650	leucovorin	C1527249	colorectal cancer
DB00388	phenylephrine	DB00316	paracetamol	C2607914	Allergic Rhinitis (Disorder)
DB00388	phenylephrine	DB00316	paracetamol	C0015967	fever
DB09075	edoxaban	DB00758	clopidogrel	C0040053	thrombosis
DB09075	edoxaban	DB00758	clopidogrel	C0038454	stroke
DB01030	topotecan	DB00762	irinotecan	C0149925	Small Cell Carcinoma Of Lung
DB01030	topotecan	DB00762	irinotecan	C0007131	Non-Small Cell Lung Carcinoma
DB00457	prazosin	DB00571	propranolol	C0031511	pheochromocytoma
DB00457	prazosin	DB00571	propranolol	C0020538	Hypertensive disease
DB00457	prazosin	DB00571	propranolol	C0018802	congestive heart failure
DB09033	vedolizumab	DB00065	Infliximab	C0009324	ulcerative colitis
DB09033	vedolizumab	DB00065	Infliximab	C0010346	Crohn's disease
DB09331	daratumumab	DB00188	bortezomib	C0026764	multiple myeloma
DB00421	spironolactone	DB00310	chlorthalidone	C0020538	Hypertensive disease
DB00421	spironolactone	DB00310	chlorthalidone	C0023890	hepatic cirrhosis
DB00421	spironolactone	DB00310	chlorthalidone	C0018802	congestive heart failure
DB00421	spironolactone	DB00310	chlorthalidone	C0027726	nephrotic syndrome
DB00421	spironolactone	DB00310	chlorthalidone	C0013604	edema
DB00316	paracetamol	DB00201	caffeine	C0030193	Pain
DB00316	paracetamol	DB00201	caffeine	C0013390	Dysmenorrhea
DB00316	paracetamol	DB00201	caffeine	C0003862	joint pain
DB00316	paracetamol	DB00201	caffeine	C0004604	Back Pain
DB00316	paracetamol	DB00201	caffeine	C2607914	Allergic Rhinitis (Disorder)
DB00316	paracetamol	DB00201	caffeine	C0149931	Migraine Disorders
DB00235	milrinone	DB00841	dobutamine	C0018802	congestive heart failure
DB00541	vincristine	DB00860	prednisolone	C0024305	non-Hodgkin lymphoma (NHL)
DB00541	vincristine	DB00860	prednisolone	C0023449	Acute Lymphocytic Leukemia
DB00541	vincristine	DB00860	prednisolone	C0024301	follicular lymphoma
DB00541	vincristine	DB00860	prednisolone	C0024299	Lymphoma
DB00541	vincristine	DB00860	prednisolone	C0023418	Leukemia
DB00541	vincristine	DB00860	prednisolone	C0019829	Hodgkin's lymphoma
DB00775	tirofiban	DB00945	aspirin	C0027051	Myocardial Infarction
DB00775	tirofiban	DB00945	aspirin	C0002965	Angina, Unstable
DB00775	tirofiban	DB00945	aspirin	C0040053	thrombosis
DB00972	azelastine	DB00764	mometasone	C0035457	Rhinitis, Allergic, Perennial
DB00972	azelastine	DB00764	mometasone	C0020517	Hypersensitivity
DB00972	azelastine	DB00764	mometasone	C2607914	Allergic Rhinitis (Disorder)
DB00972	azelastine	DB00764	mometasone	C0004096	asthma
DB00972	azelastine	DB00764	mometasone	C0018621	Hay Fever
DB00338	omeprazole	DB01060	amoxicillin	C0013295	Duodenal Ulcer
DB01115	nifedipine	DB00653	Magnesium Sulfate	C0022876	Premature Obstetric Labor
DB01098	rosuvastatin	DB08816	ticagrelor	C0038454	stroke
DB06292	dapagliflozin	DB01132	pioglitazone	C0020456	hyperglycemia
DB06292	dapagliflozin	DB01132	pioglitazone	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB06292	dapagliflozin	DB01132	pioglitazone	C0011849	diabetes mellitus
DB00293	raltitrexed	DB08896	regorafenib	C1527249	colorectal cancer
DB00555	lamotrigine	DB01202	levetiracetam	C0234974	Simple Partial Seizures
DB00555	lamotrigine	DB01202	levetiracetam	C0014544	epilepsy
DB08828	vismodegib	DB09143	sonidegib	C0007117	basal cell carcinoma (BCC)
DB00316	paracetamol	DB00454	Pethidine	C0030193	Pain
DB01033	mercaptopurine	DB11581	venetoclax	C0023434	chronic lymphocytic leukemia (CLL)
DB00381	amlodipine	DB04861	nebivolol	C0020538	Hypertensive disease
DB01156	bupropion	DB01104	sertraline	C0011581	Depressive disorder
DB00627	niacin	DB00227	lovastatin	C0020443	hypercholesterolemia
DB00627	niacin	DB00227	lovastatin	C0020474	Hyperlipidemia, Familial Combined
DB00627	niacin	DB00227	lovastatin	C0020473	hyperlipidemia
DB00627	niacin	DB00227	lovastatin	C0020557	hypertriglyceridemia
DB00627	niacin	DB00641	simvastatin	C0020443	hypercholesterolemia
DB00627	niacin	DB00641	simvastatin	C0020474	Hyperlipidemia, Familial Combined
DB00627	niacin	DB00641	simvastatin	C0020473	hyperlipidemia
DB00627	niacin	DB00641	simvastatin	C0020557	hypertriglyceridemia
DB00295	Morphine	DB01183	naloxone	C0030193	Pain
DB00381	amlodipine	DB00542	benazepril	C0020538	Hypertensive disease
DB00381	amlodipine	DB01076	atorvastatin	C0002962	angina pectoris
DB00381	amlodipine	DB01076	atorvastatin	C0020538	Hypertensive disease
DB00381	amlodipine	DB01076	atorvastatin	C0038454	stroke
DB01288	DB01288	DB00332	ipratropium	C0004096	asthma
